ID_Expediente,CURP,RFC,Nombre,Apellido_Paterno,Apellido_Materno,Fecha_Nacimiento,Edad,Sexo_Biologico,Estado,Latitud,Longitud,Afiliacion_Salud,Numero_Seguridad_Social,Tipo_Servicio_Ingreso,Antecedentes_Familiares_Diabetes,Antecedentes_Familiares_Hipertension,Antecedentes_Familiares_Cancer,Antecedentes_Personales_Tabaquismo,Antecedentes_Personales_Alcoholismo,Alergias_Declaradas,Clasificacion_Triage,Presion_Sistolica_mmHg,Presion_Diastolica_mmHg,Frecuencia_Cardiaca_lpm,Frecuencia_Respiratoria_rpm,Temperatura_C,Saturacion_Oxigeno_SpO2,Estatura_cm,Peso_kg,IMC,Estado_Nutricional,CIE10_Diagnostico,Diagnostico_Principal,Sintoma_Principal,Tratamiento_Farmacologico,Medico_Tratante_Cedula,Fecha_Hora_Apertura_Expediente
EXP-2026-03455,MOGJ511121HPLRÓV01,MOGJ511121980,Javier,Morales,Gómez,1951-11-21,74,MASCULINO,Puebla,20.016959,-96.816314,ISSSTE,86-78-49-3734,Consulta General,No,Sí,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,120,82,70,18,36.2,96,154.4,84.3,35.4,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,7961972,2026-06-08 04:05:04
EXP-2026-03456,DACS650814MPLÍRF09,DACS650814629,Sofia Guadalupe,Díaz,Cruz,1965-08-14,60,FEMENINO,Puebla,18.169006,-97.194687,IMSS-Bienestar,60-68-76-4847,Pediatría,No,Sí,No,Sí,No,AINES (Aspirina/Ibuprofeno),Naranja / Urgencia,121,82,101,24,36.3,92,158.0,58.0,23.2,Normal,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,4892072,2026-05-19 11:13:04
EXP-2026-03457,MALL780526HPLRÓS03,MALL780526S45,Luis Juan,Martínez,López,1978-05-26,48,MASCULINO,Puebla,19.865077,-97.501285,ISSSTE,84-26-85-4710,Urgencias,Sí,No,No,No,Sí,Ninguna,Amarillo / Valorable,149,96,78,18,36.6,98,167.3,57.4,20.5,Normal,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,5566679,2026-03-16 21:20:04
EXP-2026-03458,JISF611113HPLMÁR00,JISF611113K61,Fernando,Jiménez,Sánchez,1961-11-13,64,MASCULINO,Puebla,19.74043,-97.795306,IMSS,46-48-11-2930,Pediatría,Sí,No,No,Sí,No,Sulfonamidas,Verde / No Urgente,120,80,69,15,36.3,98,165.8,54.9,20.0,Normal,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,8080618,2026-06-04 20:43:04
EXP-2026-03459,CUMJ990425HPLRRR07,CUMJ990425K48,Jorge Luis,Cruz,Morales,1999-04-25,27,MASCULINO,Puebla,20.452979,-97.949574,ISSSTE,74-55-86-9570,Medicina Interna,No,Sí,No,No,No,Ninguna,Verde / No Urgente,118,81,74,15,36.3,96,168.5,79.2,27.9,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,2523713,2026-06-06 19:58:04
EXP-2026-03460,MOGC050511MPLRTR02,MOGC050511466,Carmen,Morales,Gutiérrez,2005-05-11,21,FEMENINO,Puebla,19.48946,-96.883514,IMSS,21-40-20-9280,Medicina Interna,No,Sí,No,No,No,Ninguna,Naranja / Urgencia,119,81,112,22,36.6,90,146.3,64.7,30.2,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,1348244,2026-01-19 10:06:04
EXP-2026-03461,REMJ060225HPLYRS05,REMJ060225470,José,Reyes,Morales,2006-02-25,20,MASCULINO,Puebla,20.629387,-97.472279,ISSSTE,10-78-41-5335,Consulta General,Sí,Sí,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,116,78,73,14,36.3,96,166.6,78.8,28.4,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,4097482,2026-06-02 10:01:04
EXP-2026-03462,RAGL740809HPLMÓS01,RAGL740809112,Luis Miguel,Ramírez,Gómez,1974-08-09,51,MASCULINO,Puebla,19.152799,-96.894525,IMSS-Bienestar,56-37-47-6904,Consulta General,No,No,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,117,77,77,15,36.3,99,170.7,84.8,29.1,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,8844360,2026-02-09 15:54:04
EXP-2026-03463,MORJ450517HPLRYR03,MORJ450517A54,Jorge,Morales,Reyes,1945-05-17,81,MASCULINO,Puebla,18.982115,-97.80039,IMSS,91-43-74-1397,Urgencias,No,Sí,No,Sí,Sí,Ninguna,Amarillo / Valorable,116,82,104,21,38.2,96,165.8,71.7,26.1,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,2458072,2026-03-29 12:04:04
EXP-2026-03464,GOLJ620202HPLNÓV09,GOLJ620202F33,Javier Luis,González,López,1962-02-02,64,MASCULINO,Puebla,19.581185,-96.853721,IMSS,39-29-73-5349,Urgencias,No,No,Sí,Sí,No,Ninguna,Verde / No Urgente,117,77,73,18,36.5,96,170.7,71.0,24.4,Normal,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,5372787,2026-03-27 22:36:04
EXP-2026-03465,MAGC050501MPLRTR07,MAGC050501Q19,Carmen Patricia,Martínez,Gutiérrez,2005-05-01,21,FEMENINO,Puebla,20.558964,-98.019894,Particular,55-92-49-5153,Urgencias,Sí,No,Sí,No,No,Ninguna,Amarillo / Valorable,116,76,94,18,39.4,97,154.0,42.2,17.8,Desnutrición / Bajo Peso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,9049673,2026-04-06 07:32:04
EXP-2026-03466,FOCM120324HPLLSN06,FOCM120324K24,Manuel Jesús,Flores,Castro,2012-03-24,14,MASCULINO,Puebla,19.234609,-97.832573,ISSSTEP,98-55-92-9416,Medicina Interna,Sí,Sí,Sí,No,No,Penicilina,Verde / No Urgente,118,79,73,18,36.3,97,164.3,88.1,32.6,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,9034965,2026-02-28 22:52:04
EXP-2026-03467,LESL620616MPLÓÁT09,LESL620616S63,Leticia,López,Sánchez,1962-06-16,64,FEMENINO,Puebla,18.373797,-98.306947,IMSS,88-19-94-3725,Pediatría,No,No,No,No,No,Medio de Contraste Yodado,Amarillo / Valorable,154,108,78,16,36.3,96,157.1,47.1,19.1,Normal,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,8260309,2026-02-14 04:11:04
EXP-2026-03468,CATF730731HPLSRR03,CATF730731A54,Fernando,Castro,Torres,1973-07-31,52,MASCULINO,Puebla,19.053951,-97.07725,ISSSTEP,85-39-50-8045,Consulta General,Sí,Sí,No,No,No,Penicilina,Naranja / Urgencia,121,81,113,22,36.4,91,164.1,109.3,40.6,Obesidad,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,9503784,2026-07-06 04:38:04
EXP-2026-03469,RELJ620801HPLYÓS03,RELJ620801V22,Jesús Jorge,Reyes,López,1962-08-01,64,MASCULINO,Puebla,20.614472,-96.831215,IMSS-Bienestar,91-23-21-9040,Consulta General,Sí,No,No,No,Sí,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,116,76,72,17,36.3,96,158.9,74.3,29.4,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,6011218,2026-03-22 18:10:04
EXP-2026-03470,DAGS050612MPLÍRF07,DAGS050612O26,Sofia Guadalupe,Díaz,García,2005-06-12,21,FEMENINO,Puebla,19.310587,-98.092047,ISSSTEP,30-45-24-5651,Pediatría,No,No,Sí,No,Sí,Sulfonamidas,Naranja / Urgencia,120,82,109,22,36.3,89,158.9,62.2,24.6,Normal,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,2275190,2026-06-27 17:22:04
EXP-2026-03471,JICL800610HPLMSS08,JICL800610O22,Luis Alejandro,Jiménez,Castro,1980-06-10,46,MASCULINO,Puebla,19.660041,-97.318452,ISSSTE,83-66-52-6806,Pediatría,No,No,No,Sí,No,Medio de Contraste Yodado,Amarillo / Valorable,148,95,72,18,36.6,98,165.8,68.3,24.8,Normal,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,6591169,2026-05-25 03:58:04
EXP-2026-03472,LEFE531126MPLÓLL06,LEFE531126F23,Elena Guadalupe,López,Flores,1953-11-26,72,FEMENINO,Puebla,19.846822,-97.936046,IMSS-Bienestar,66-23-97-3425,Pediatría,Sí,Sí,Sí,Sí,Sí,Ninguna,Verde / No Urgente,119,76,75,15,36.5,96,153.7,59.0,25.0,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,6281258,2026-06-20 12:45:04
EXP-2026-03473,HERF740629HPLRMR03,HERF740629464,Francisco Jesús,Hernández,Ramírez,1974-06-29,52,MASCULINO,Puebla,18.25053,-96.843747,ISSSTEP,43-48-51-1995,Medicina Interna,Sí,No,No,No,No,Sulfonamidas,Amarillo / Valorable,118,76,89,21,38.1,96,165.9,64.3,23.4,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,9198927,2026-06-30 18:34:04
EXP-2026-03474,MADR881013HPLRÍC07,MADR881013142,Ricardo Juan,Martínez,Díaz,1988-10-13,37,MASCULINO,Puebla,20.000368,-97.481264,ISSSTE,61-82-43-6111,Urgencias,No,No,No,Sí,Sí,Ninguna,Verde / No Urgente,120,81,68,17,36.5,96,165.6,58.5,21.3,Normal,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,3805409,2026-01-29 21:40:04
EXP-2026-03475,GALL640627MPLRÓT09,GALL640627265,Leticia Gabriela,García,López,1964-06-27,62,FEMENINO,Puebla,18.927996,-98.162837,Particular,82-69-80-5689,Consulta General,No,Sí,No,No,Sí,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,116,78,105,18,39.1,97,151.3,63.2,27.6,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,3257311,2026-01-22 00:01:04
EXP-2026-03476,GARJ990524MPLRYN00,GARJ990524U19,Juana,García,Reyes,1999-05-24,27,FEMENINO,Puebla,20.3514,-97.442798,ISSSTEP,95-14-25-3576,Urgencias,No,No,No,Sí,Sí,Ninguna,Amarillo / Valorable,117,78,96,20,38.8,96,159.9,50.0,19.6,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,4396811,2026-01-21 16:34:04
EXP-2026-03477,ROCC980106HPLDRR00,ROCC980106L19,Carlos,Rodríguez,Cruz,1998-01-06,28,MASCULINO,Puebla,19.757495,-96.868706,ISSSTE,78-63-96-6496,Urgencias,No,No,No,Sí,No,Ninguna,Amarillo / Valorable,119,79,97,22,38.9,98,170.8,89.1,30.5,Obesidad,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,9973826,2026-02-07 08:03:04
EXP-2026-03478,FORR821102MPLLMS04,FORR821102252,Rosa,Flores,Ramírez,1982-11-02,43,FEMENINO,Puebla,18.805736,-97.858426,IMSS-Bienestar,56-50-86-8814,Medicina Interna,No,No,No,No,Sí,Ninguna,Verde / No Urgente,118,79,78,14,36.6,98,152.8,69.3,29.7,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,9266287,2026-03-24 12:46:04
EXP-2026-03479,MAVR831003HPLRÁC02,MAVR831003O84,Ricardo Fernando,Martínez,Vázquez,1983-10-03,42,MASCULINO,Puebla,18.847438,-98.077167,IMSS,76-22-99-2386,Pediatría,No,Sí,No,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,120,76,77,15,36.7,96,161.0,77.3,29.8,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,5642957,2026-03-05 00:18:04
EXP-2026-03480,DACJ850504HPLÍSV08,DACJ850504545,Javier Miguel,Díaz,Castro,1985-05-04,41,MASCULINO,Puebla,18.434589,-98.240702,IMSS,72-96-39-9987,Urgencias,Sí,No,No,Sí,No,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,122,80,89,19,38.9,99,164.0,54.2,20.2,Normal,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,5935411,2026-05-02 14:57:04
EXP-2026-03481,VURR480110HPLÁYF04,VURR480110C83,Rafael Rafael,Vázquez,Reyes,1948-01-10,78,MASCULINO,Puebla,19.267386,-97.727241,ISSSTEP,88-85-35-4150,Consulta General,No,Sí,Sí,No,No,Penicilina,Amarillo / Valorable,122,79,105,19,38.2,99,168.5,81.8,28.8,Sobrepeso,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,8402812,2026-03-26 13:23:04
EXP-2026-03482,SEFJ260703MPLÁLN06,SEFJ260703H70,Juana Juana,Sánchez,Flores,2026-07-03,0,FEMENINO,Puebla,19.427438,-97.337668,IMSS,44-87-34-2831,Pediatría,Sí,Sí,Sí,No,No,Penicilina,Verde / No Urgente,116,76,75,15,36.6,98,129.9,28.0,16.6,Desnutrición / Bajo Peso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,4212692,2026-06-01 23:01:04
EXP-2026-03483,TODJ690430MPLRÍN01,TODJ690430P55,Juana María,Torres,Díaz,1969-04-30,57,FEMENINO,Puebla,20.606032,-97.719635,IMSS,92-98-42-5802,Urgencias,No,No,No,Sí,Sí,Ninguna,Amarillo / Valorable,122,81,90,21,37.7,96,155.7,56.8,23.4,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,9306542,2026-04-19 15:10:04
EXP-2026-03484,CALF861129HPLSÓR08,CALF861129K17,Fernando,Castro,López,1986-11-29,39,MASCULINO,Puebla,20.328182,-96.951783,IMSS,23-89-70-6722,Consulta General,No,No,Sí,No,Sí,Ninguna,Verde / No Urgente,119,79,74,16,36.2,99,158.8,68.2,27.0,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,2530980,2026-01-23 04:38:04
EXP-2026-03485,DAMJ510723HPLÍRV09,DAMJ510723S36,Javier Jorge,Díaz,Morales,1951-07-23,75,MASCULINO,Puebla,18.652857,-97.852557,Particular,81-47-36-4042,Medicina Interna,Sí,Sí,No,No,Sí,Ninguna,Amarillo / Valorable,122,79,112,22,37.8,98,173.4,58.9,19.6,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,7269990,2026-03-16 15:47:04
EXP-2026-03486,CUHM590918MPLRRR09,CUHM590918F14,Margarita,Cruz,Hernández,1959-09-18,66,FEMENINO,Puebla,18.300202,-97.063755,ISSSTEP,65-58-99-4958,Pediatría,Sí,Sí,No,Sí,Sí,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,156,103,74,17,36.2,98,158.1,73.1,29.2,Sobrepeso,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,9140937,2026-02-20 19:14:04
EXP-2026-03487,MOVJ780109HPLRÁR09,MOVJ780109519,Jorge,Morales,Vázquez,1978-01-09,48,MASCULINO,Puebla,18.351978,-96.852926,IMSS,94-50-21-8288,Urgencias,Sí,No,Sí,No,No,Ninguna,Verde / No Urgente,116,77,76,15,36.5,97,158.4,75.3,30.0,Obesidad,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,6355456,2026-05-19 05:58:04
EXP-2026-03488,JIFF200818HPLMLR06,JIFF200818C93,Fernando,Jiménez,Flores,2020-08-18,5,MASCULINO,Puebla,20.116469,-98.112076,ISSSTE,91-90-18-2422,Pediatría,Sí,No,No,No,No,Penicilina,Rojo / Emergencia,121,79,110,27,36.7,88,138.2,23.5,12.3,Desnutrición / Bajo Peso,J45.9,Asma Bronquial Exacerbada,Disnea de medianos esfuerzos y sibilancias espiratorias bilaterales,Salbutamol 2 disparos cada 4 hrs en aerosol + Budesonida inhalada,5032457,2026-06-28 04:31:04
EXP-2026-03489,GAFM920601HPLRLG09,GAFM920601L18,Miguel Francisco,García,Flores,1992-06-01,34,MASCULINO,Puebla,19.027618,-98.103998,ISSSTEP,75-64-73-4888,Medicina Interna,Sí,Sí,Sí,No,No,Ninguna,Amarillo / Valorable,121,82,89,18,38.4,97,170.4,69.1,23.8,Normal,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,8607765,2026-01-24 05:49:04
EXP-2026-03490,CAMF060727HPLSRR09,CAMF060727559,Francisco,Castro,Morales,2006-07-27,19,MASCULINO,Puebla,20.410034,-97.355597,IMSS,98-34-60-6340,Urgencias,No,Sí,No,No,No,Penicilina,Verde / No Urgente,119,82,77,18,36.6,98,165.1,79.7,29.2,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,4855494,2026-04-20 08:14:04
EXP-2026-03491,LEFM740326MPLÓLR07,LEFM740326A86,Margarita Verónica,López,Flores,1974-03-26,52,FEMENINO,Puebla,19.001567,-98.201093,ISSSTE,22-34-56-6153,Consulta General,No,No,No,No,No,AINES (Aspirina/Ibuprofeno),Amarillo / Valorable,118,77,101,18,39.3,99,156.6,70.9,28.9,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,6650388,2026-03-12 18:19:04
EXP-2026-03492,PEGP381218MPLÉNT03,PEGP381218T85,Patricia Rosa,Pérez,González,1938-12-18,87,FEMENINO,Puebla,19.712916,-97.670233,ISSSTEP,33-76-88-4011,Consulta General,No,Sí,No,No,Sí,Sulfonamidas,Amarillo / Valorable,120,80,89,22,39.1,97,156.7,52.8,21.5,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,7938515,2026-01-27 06:52:04
EXP-2026-03493,TORL451111HPLRYS07,TORL451111Y37,Luis Jorge,Torres,Reyes,1945-11-11,80,MASCULINO,Puebla,18.874636,-97.85716,IMSS,92-68-97-5727,Consulta General,Sí,No,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,117,77,75,15,36.3,97,169.0,65.1,22.8,Normal,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,9545393,2026-06-14 01:56:04
EXP-2026-03494,SEVJ060907HPLÁÁN02,SEVJ060907E10,Juan,Sánchez,Vázquez,2006-09-07,19,MASCULINO,Puebla,20.138042,-97.960336,ISSSTE,69-29-88-4421,Medicina Interna,No,Sí,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,117,77,78,15,36.6,99,171.2,58.4,19.9,Normal,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,3228680,2026-04-28 00:37:04
EXP-2026-03495,VUMJ790118HPLÁRS01,VUMJ790118Q24,Jesús,Vázquez,Morales,1979-01-18,47,MASCULINO,Puebla,20.301283,-98.117989,Particular,41-76-63-7280,Consulta General,No,No,No,No,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,117,77,75,15,36.3,97,171.1,73.8,25.2,Sobrepeso,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,3747505,2026-03-24 11:03:04
EXP-2026-03496,DALM920616MPLÍÓR06,DALM920616J98,Margarita,Díaz,López,1992-06-16,34,FEMENINO,Puebla,19.498556,-97.102958,IMSS,20-16-76-8523,Consulta General,No,No,No,No,No,Medio de Contraste Yodado,Amarillo / Valorable,122,78,107,18,38.1,99,160.1,71.8,28.0,Sobrepeso,N39.0,Infección de Vías Urinarias,"Disuria, tenesmo vesical y dolor suprapúbico",Nitrofurantoína 100mg cada 6 hrs VO por 7 días,8463466,2026-05-24 01:12:04
EXP-2026-03497,RERR071214MPLYDS01,RERR071214497,Rosa Patricia,Reyes,Rodríguez,2007-12-14,18,FEMENINO,Puebla,20.222538,-97.170436,ISSSTEP,34-78-58-4407,Pediatría,Sí,Sí,No,Sí,Sí,Penicilina,Verde / No Urgente,116,80,74,16,36.2,98,159.8,65.0,25.5,Sobrepeso,E11,Diabetes Mellitus Tipo 2,"Poliuria, polidipsia y fatiga crónica",Metformina 850mg cada 12 hrs VO + Empagliflozina 10mg al día VO,6576789,2026-02-07 10:31:04
EXP-2026-03498,GUGA810213HPLTNL01,GUGA810213B11,Alejandro Fernando,Gutiérrez,González,1981-02-13,45,MASCULINO,Puebla,20.625996,-97.318187,ISSSTE,79-12-99-5008,Consulta General,No,Sí,No,No,No,Ninguna,Verde / No Urgente,122,82,74,18,36.3,96,163.3,73.8,27.7,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,7829987,2026-04-13 07:09:04
EXP-2026-03499,LEFC770907HPLÓLR00,LEFC770907T92,Carlos Fernando,López,Flores,1977-09-07,48,MASCULINO,Puebla,20.100983,-98.237334,ISSSTEP,78-28-20-6823,Consulta General,Sí,No,No,No,Sí,Medio de Contraste Yodado,Naranja / Urgencia,174,105,78,18,36.5,99,165.8,56.8,20.7,Normal,I10,Hipertensión Arterial Esencial,Cefalea holocraneal pulsátil y acúfenos,Losartán 50mg cada 12 hrs VO + Amlodipino 5mg cada 24 hrs VO,9594078,2026-04-01 06:15:04
EXP-2026-03500,CUGM030214MPLRRR05,CUGM030214J91,Margarita Leticia,Cruz,García,2003-02-14,23,FEMENINO,Puebla,20.536359,-98.24375,ISSSTEP,18-90-15-7336,Urgencias,Sí,No,Sí,No,No,Medio de Contraste Yodado,Verde / No Urgente,118,82,70,18,36.3,97,161.5,63.6,24.4,Normal,N18.4,Insuficiencia Renal Crónica Estadío 4,"Edema de miembros inferiores, astenia y oliguria",Eritropoyetina 4000 UI SC semanal + Carbonato de Calcio 500mg con comidas,4397816,2026-03-03 09:29:04
EXP-2026-03501,GUCG851001MPLTRB06,GUCG851001Y37,Gabriela Gabriela,Gutiérrez,Cruz,1985-10-01,40,FEMENINO,Puebla,18.821055,-98.358462,ISSSTEP,21-98-27-5750,Consulta General,Sí,Sí,No,Sí,No,AINES (Aspirina/Ibuprofeno),Verde / No Urgente,116,77,72,16,36.4,98,147.6,61.9,28.4,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,5822769,2026-02-07 03:26:04
EXP-2026-03502,DAME020122MPLÍRL07,DAME020122F41,Elena,Díaz,Martínez,2002-01-22,24,FEMENINO,Puebla,20.459516,-98.154296,IMSS,85-10-36-9997,Pediatría,No,No,No,No,No,Medio de Contraste Yodado,Verde / No Urgente,121,78,69,14,36.3,97,161.8,52.9,20.2,Normal,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,9259272,2026-05-29 17:19:04
EXP-2026-03503,GUTR441214HPLTRF04,GUTR441214I25,Rafael Francisco,Gutiérrez,Torres,1944-12-14,81,MASCULINO,Puebla,18.009461,-98.238277,IMSS,74-69-70-9679,Consulta General,No,Sí,No,No,No,Ninguna,Amarillo / Valorable,118,77,96,20,39.0,96,161.6,64.6,24.7,Normal,A09,Gastroenteritis Infecciosa,"Evacuaciones líquidas recurrentes, dolor cólico y náusea",Ciprofloxacino 500mg cada 12 hrs VO por 5 días + Loperamida si aplica,2202176,2026-04-03 17:05:04
EXP-2026-03504,DAHT000418MPLÍRR06,DAHT000418C22,Teresa,Díaz,Hernández,2000-04-18,26,FEMENINO,Puebla,19.821364,-98.247003,Particular,84-97-90-6077,Pediatría,No,Sí,No,No,No,Ninguna,Verde / No Urgente,120,82,76,17,36.2,97,148.3,64.9,29.5,Sobrepeso,J00,Rinofaringitis Aguda,"Rinorrea hialina, odinofagia intensa y estornudos",Paracetamol 500mg cada 8 hrs VO + Loratadina 10mg cada 24 hrs VO,1922094,2026-05-19 15:11:04
